inputs,target
context : the light midday sky is what i like to pick from the box of crayons. @ path_tailentity : bagging,midday ca_usedfordesire dream motivatedbygoal do enjoy envision _hassubevent dream_capableof bagging
context : the light midday sky is what i like to pick from the box of crayons. @ path_tailentity : bagging,midday _hasprerequisite dream motivatedbygoal do enjoy envision _hassubevent dream_capableof banking
context : the light midday sky is what i like to pick from the box of crayons. @ path_tailentity : bagging,midday ca_usedfordesire dream hasprerequisite do enjoy envision _hassubevent dream_capableof booking
context : i complete school this year. @ path_tailentity : join,complete_capableof master usedfor teach _hasprerequisite join
context : i complete school this year. @ path_tailentity : join education,complete_capableof master usedfor teach hasprerequisite join education
context : i complete school this year. @ path_tailentity : join,complete school_capableof teacher desires teach _hasprerequisite join
context : i complete school this year. @ path_tailentity : join,complete _hasproperty level usedfor earn money _hassubevent live life hasprerequisite reliable way _instanceof i _hascontext join
context : i complete school this year. @ path_tailentity : join,complete _usedfor level usedfor earn money _hasprerequisite live life motivatedbygoal reliable way _instanceof i m determine atlocation join
context : i complete school this year. @ path_tailentity : join education,complete _instanceof level usedfor earn money _motivatedbygoal live life hasprerequisite reliable way _definedas i capableof join education
context : i complete school this year. @ path_tailentity : join,complete school_capableof mary hasa live life hasprerequisite reliable way _instanceof level usedfor earn money _motivatedbygoal join
context : i complete school this year. @ path_tailentity : join,complete school_capableof i desires live life hasprerequisite reliable way _instanceof level usedfor earn money _motivatedbygoal join
context : i complete school this year. @ path_tailentity : join,complete_capableof finish college _desires person _instanceof glad person desires have degree _motivatedbygoal become teacher hasprerequisite join
context : i complete school this year. @ path_tailentity : join,complete _motivatedbygoal have degree hasprerequisite become teacher_capableof glad person desires have degree haslastsubevent finish college hasfirstsubevent join
context : i complete school this year. @ path_tailentity : join education,complete_capableof finish college _desires person _instanceof glad person desires have degree _motivatedbygoal become teacher hasprerequisite join education
context : i complete school this year. @ path_tailentity : join,complete school _motivatedbygoal have degree _hasprerequisite finish college_capableof glad person desires become teacher _hassubevent have degree haslastsubevent join
context : i work as a lifeguard. @ path_tailentity : dad,lifeguard atlocation water nothasproperty always be_capableof dad
context : i work as a lifeguard. @ path_tailentity : work,lifeguard atlocation water nothasproperty always be hascontext work
context : i work as a lifeguard. @ path_tailentity : dad,work _atlocation water nothasproperty always be_capableof dad
context : i work as a lifeguard. @ path_tailentity : dad,work _notcapableof always be _atlocation water _desires dad
context : i work as a lifeguard. @ path_tailentity : dad,lifeguard isa contractor capableof come home _haslastsubevent surf hasprerequisite use computer motivatedbygoal beach _atlocation day person _instanceof dad
context : i work as a lifeguard. @ path_tailentity : dad,work _instanceof beach _atlocation volleyball _hascontext use _motivatedbygoal surf hasprerequisite volunteer lifeguard_capableof day person _instanceof come home_capableof dad
context : i work as a lifeguard. @ path_tailentity : dad,work _instanceof beach _atlocation beach volleyball _hascontext use _motivatedbygoal surf hasprerequisite come home_capableof day person _instanceof contractor similarto dad
context : i work as a lifeguard. @ path_tailentity : dad,work _atlocation beach _hascontext surf hasfirstsubevent come home_capableof volunteer lifeguard isa person desires use computer motivatedbygoal beach _desires dad
context : my sibling believes they are a buccaneer. @ path_tailentity : member,sibling _instanceof kid capableof know people hasprerequisite know lot _usedfor similar idea _hasa member
context : my sibling believes they are a buccaneer. @ path_tailentity : member,sibling isa similar idea capableof similar idea ca_usedfordesire meet people hasprerequisite know people _usedfor member
context : my sibling believes they are a buccaneer. @ path_tailentity : start,sibling _instanceof kid capableof know people hasprerequisite know lot _usedfor similar idea ca_usedfordesire start
context : my sibling believes they are a buccaneer. @ path_tailentity : start,sibling _instanceof kid capableof know lot _hasprerequisite know people _ca_usedfordesire similar idea _hasa start
context : my sibling believes they are a buccaneer. @ path_tailentity : start,sibling isa similar idea capableof similar idea ca_usedfordesire meet people hasprerequisite know people _motivatedbygoal start
context : my sibling believes they are a buccaneer. @ path_tailentity : family member,sibling _instanceof kid capableof know people hasprerequisite know lot _usedfor similar idea _hasa family member
context : my sibling believes they are a buccaneer. @ path_tailentity : family member,sibling _instanceof brother usedfor know people hasprerequisite know lot_capableof similar idea _hasa family member
context : my sibling believes they are a buccaneer. @ path_tailentity : member,sibling _instanceof somehow buccaneer capableof start school _hasprerequisite feel people _hasfirstsubevent member
context : my sibling believes they are a buccaneer. @ path_tailentity : member,sibling _instanceof somehow buccaneer capableof start school _hasprerequisite feel people alive _desires member
context : my sibling believes they are a buccaneer. @ path_tailentity : start,sibling _instanceof somehow buccaneer capableof start school motivatedbygoal feel people _hasfirstsubevent start
context : my sibling believes they are a buccaneer. @ path_tailentity : family member,sibling _instanceof somehow buccaneer capableof start school motivatedbygoal feel people_capableof family member
context : my sibling believes they are a buccaneer. @ path_tailentity : member,sibling _instanceof little sister ca_usedfordesire pretend hasprerequisite member
context : my sibling believes they are a buccaneer. @ path_tailentity : start,sibling _instanceof little sister ca_usedfordesire pretend hasprerequisite start
context : my sibling believes they are a buccaneer. @ path_tailentity : family member,sibling _instanceof little sister ca_usedfordesire pretend motivatedbygoal family member
context : i love my dog. @ path_tailentity : school,love dog motivatedbygoal wish person capableof spend time _usedfor school
context : i love my dog. @ path_tailentity : school,love capableof wish person capableof spend time _usedfor school
context : i love my dog. @ path_tailentity : school,dog _instanceof vet atlocation school
context : i love my dog. @ path_tailentity : school,love dog hasprerequisite vet atlocation school
context : i love my dog. @ path_tailentity : school,love _usedfor vet atlocation school
context : i love my dog. @ path_tailentity : school,love _usedfor vt atlocation school
context : i love my dog. @ path_tailentity : school,dog notdesires ran_capableof classmate isa college person atlocation school
context : i love my dog. @ path_tailentity : school,dog capableof ran _notdesires college student _instanceof classmate atlocation school
context : i love my dog. @ path_tailentity : school,dog notdesires ran _desires college student _instanceof classmate atlocation school
context : i love my dog. @ path_tailentity : school,love dog motivatedbygoal ran_capableof classmate isa college student atlocation school
context : i love my dog. @ path_tailentity : school,love _desires college student _instanceof classmate similarto ran_capableof school
context : i love my dog. @ path_tailentity : school,love _desires college student _instanceof classmate_capableof classmate atlocation school
context : i dislike hatred. @ path_tailentity : stuff,dislike _instanceof surround happiness_capableof thing usedfor comfort _atlocation stuff
context : i dislike hatred. @ path_tailentity : stuff,hatred isa thing capableof surround happiness _usedfor comfort _atlocation stuff
context : i dislike hatred. @ path_tailentity : stuff,hatred isa emotion_capableof comfort _desires thing _atlocation stuff
context : i dislike hatred. @ path_tailentity : stuff,dislike _instanceof fed _receivesaction thing capableof feed _usedfor stuff
context : i dislike hatred. @ path_tailentity : stuff,hatred _notdesires person desires fed _receivesaction thing _instanceof stuff
context : i care about my education. @ path_tailentity : spiritual,education _usedfor religious study capableof help hasprerequisite open_capableof eye usedfor understand _motivatedbygoal understand hascontext spiritual
context : i care about my education. @ path_tailentity : spiritual,education _usedfor religious study isa open_capableof eyes usedfor understand _motivatedbygoal help hasprerequisite own religion_capableof spiritual
context : i care about my education. @ path_tailentity : spiritual person,education _usedfor religious study capableof help hasprerequisite open_capableof eye usedfor understand _motivatedbygoal understand _desires spiritual person
context : i care about my education. @ path_tailentity : spiritual person,education _usedfor religious study capableof help hasprerequisite open_capableof eye usedfor understand _haslastsubevent own religion_capableof spiritual person
context : i care about my education. @ path_tailentity : spiritual,care capableof help hasprerequisite open hascontext education _usedfor book _instanceof religious study capableof understand _haslastsubevent own religion _ca_usedfordesire spiritual
context : i care about my education. @ path_tailentity : spiritual,care hasprerequisite open_capableof eye usedfor help hassubevent understand hascontext education capableof free _instanceof religious study hascontext spiritual
context : i care about my education. @ path_tailentity : spiritual,care capableof help hasprerequisite open _instanceof religious study hascontext education capableof help hassubevent understand _usedfor eye atlocation spiritual
context : i care about my education. @ path_tailentity : spiritual,care _instanceof religious study capableof help hasprerequisite open _hasproperty eye usedfor education capableof understand _motivatedbygoal understand spiritual
context : i care about my education. @ path_tailentity : spiritual,care _usedfor church _atlocation spiritual
context : i care about my education. @ path_tailentity : spiritual,education _usedfor city _instanceof great private school instanceof catholic school receivesaction heard _partof be accepted hascontext spiritual
context : i care about my education. @ path_tailentity : spiritual,education _usedfor city _atlocation catholic school isa city _hascontext great private school similarto heard _receivesaction spiritual
context : i care about my education. @ path_tailentity : spiritual person,education _usedfor city _atlocation catholic school isa city _instanceof great private school similarto heard _desires spiritual person
context : i care about my education. @ path_tailentity : spiritual person,education _usedfor city _instanceof great private school instanceof catholic school receivesaction heard _partof be accepted _desires spiritual person
context : i care about my education. @ path_tailentity : spiritual,care _usedfor church atlocation city _instanceof great private school instanceof catholic school receivesaction heard_capableof spiritual
context : i care about my education. @ path_tailentity : spiritual,care _atlocation churchyard isa city _instanceof great private school similarto catholic school hascontext heard _receivesaction spiritual
"context : i refuse to go in the ocean , i am afraid that i will drown. @ path_tailentity : library",drown_capableof ocean _atlocation new library job ca_usedfordesire get hassubevent listen wave_capableof be locate isa building _partof next door hascontext library
"context : i refuse to go in the ocean , i am afraid that i will drown. @ path_tailentity : job",drown _hassubevent swim ocean_capableof stay land_capableof job
"context : i refuse to go in the ocean , i am afraid that i will drown. @ path_tailentity : job",drown hassubevent swim ocean_capableof swim ocean hascontext job
"context : i refuse to go in the ocean , i am afraid that i will drown. @ path_tailentity : library",drown _usedfor swim ocean capableof stay land_capableof library
"context : i refuse to go in the ocean , i am afraid that i will drown. @ path_tailentity : library",drown hasprerequisite swim ocean_capableof swim ocean _atlocation library
"context : i refuse to go in the ocean , i am afraid that i will drown. @ path_tailentity : job",refuse capableof swim ocean _hasprerequisite drown _hassubevent stay land_capableof job
"context : i refuse to go in the ocean , i am afraid that i will drown. @ path_tailentity : job",refuse capableof stay land _hasprerequisite swim ocean _desires drowning _ca_usedfor job
"context : i refuse to go in the ocean , i am afraid that i will drown. @ path_tailentity : job",drown_capableof much prefer isa good book _atlocation curl hascontext job
"context : i refuse to go in the ocean , i am afraid that i will drown. @ path_tailentity : library",drown_capableof much prefer isa good book _atlocation curl hascontext library
"context : i refuse to go in the ocean , i am afraid that i will drown. @ path_tailentity : job",refuse _instanceof much prefer similarto curl genre good book _atlocation job
context : mother in phone stuff. @ path_tailentity : guitar,phone usedfor know _notcapableof various musical instrument _instanceof guitar
context : mother in phone stuff. @ path_tailentity : guitar,phone stuff _atlocation various musical instrument usedfor know _notcapableof guitar
context : mother in phone stuff. @ path_tailentity : guitar,stuff atlocation keep similarto various musical instrument _instanceof guitar
context : mother in phone stuff. @ path_tailentity : guitar,stuff _desires know _notcapableof various musical instrument _instanceof guitar
context : mother in phone stuff. @ path_tailentity : guitar,phone _atlocation mom _usedfor guitar
context : mother in phone stuff. @ path_tailentity : guitar,phone stuff_capableof mom _usedfor guitar
context : mother in phone stuff. @ path_tailentity : guitar,stuff atlocation mom _usedfor guitar
context : i like burritos. @ path_tailentity : pizza,burrito isa italian food _hascontext prefer_capableof pizza
context : i like burritos. @ path_tailentity : pizza,burrito isa mexican food _atlocation mexican food usedfor order italian _hasprerequisite get _hassubevent pizza
context : i like burritos. @ path_tailentity : pizza,burrito isa mexican food _atlocation mexican food usedfor order italian _hassubevent tire partof pizza
context : i like burritos. @ path_tailentity : pizza,burrito isa mexican food usedfor order italian _hasprerequisite get hassubevent tire _hasa pizza
context : i like burritos. @ path_tailentity : pizza,burrito usedfor get hasprerequisite order italian food_capableof order italian _usedfor tire atlocation pizza
context : i love cooking. @ path_tailentity : pinky,cooking _usedfor knife _instanceof sharp knife _hasprerequisite accidentally drop hascontext time_capableof cooking person _instanceof pinky
context : i love cooking. @ path_tailentity : pinky,cooking _hascontext time _hasprerequisite cooking person capableof time _usedfor sharp knife _instanceof foot hasproperty pinky
context : i love cooking. @ path_tailentity : pinky,cooking _hascontext time _instanceof touch_capableof sharp knife _hasprerequisite accidentally drop _hassubevent cooking person _instanceof pinky
context : i love cooking. @ path_tailentity : pinky,cooking hasprerequisite time _partof attribute _instanceof time_capableof sharp knife _hasa accidentally drop hascontext pinky
context : i love cooking. @ path_tailentity : miss pinky toe,cooking _usedfor knife _instanceof sharp knife capableof accidentally drop hascontext cooking person notdesires foot capableof miss pinky toe
context : i love cooking. @ path_tailentity : miss pinky toe,cooking _usedfor knife _instanceof sharp knife capableof accidentally drop hascontext time _desires cook hassubevent miss pinky toe
context : i love cooking. @ path_tailentity : miss pinky toe,cooking _usedfor kitchen _atlocation sharp knife capableof accidentally drop hascontext time _desires cooking person capableof miss pinky toe
context : i love cooking. @ path_tailentity : toe,cooking _usedfor sharp knife capableof accidentally drop hascontext cooking person hasa time _partof foot partof toe
context : i love cooking. @ path_tailentity : toe,cooking isa cooking person capableof mistake _instanceof accidentally drop _usedfor sharp knife atlocation foot partof toe
context : i love cooking. @ path_tailentity : toe,cooking _hascontext accidental drop _hassubevent accidentally drop_capableof sharp knife atlocation foot partof cooking person_capableof toe
context : i love cooking. @ path_tailentity : pinky,cooking ca_usedfor accident _instanceof pinky
context : i love cooking. @ path_tailentity : miss pinky toe,cooking ca_usedfor accident capableof miss pinky toe
context : i love cooking. @ path_tailentity : toe,cooking ca_usedfor accident _instanceof toe
context : i never hope to stop working no matter how old i become. @ path_tailentity : guy,stop _haslastsubevent retire person motivatedbygoal want _notcapableof life similarto never go_capableof guy
context : i never hope to stop working no matter how old i become. @ path_tailentity : guy,stop _hasprerequisite die hasprerequisite never go isa life _partof want_capableof guy
context : i never hope to stop working no matter how old i become. @ path_tailentity : guy,stop_capableof life desires retire person _hascontext want _hasprerequisite never go_capableof guy
context : i never hope to stop working no matter how old i become. @ path_tailentity : guy,stop work _hasprerequisite retire person _ca_usedfordesire life isa want _notcapableof never go_capableof guy
context : i never hope to stop working no matter how old i become. @ path_tailentity : guy,stop work_capableof never go isa want _hasprerequisite get _desires life _partof guy
context : i never hope to stop working no matter how old i become. @ path_tailentity : guy,become_capableof life isa want _motivatedbygoal retire person _hascontext never go_capableof guy
context : i never hope to stop working no matter how old i become. @ path_tailentity : guy,become _hasprerequisite die_capableof life isa want _motivatedbygoal retire person_capableof guy
context : i never hope to stop working no matter how old i become. @ path_tailentity : guy,become _hasprerequisite live life motivatedbygoal want_capableof life isa retire person_capableof guy
context : i never hope to stop working no matter how old i become. @ path_tailentity : guy,stop _haslastsubevent love job_capableof guy
context : i never hope to stop working no matter how old i become. @ path_tailentity : guy,stop work _hasprerequisite love job_capableof guy
context : i never hope to stop working no matter how old i become. @ path_tailentity : guy,become _hasprerequisite love job_capableof guy
context : i never hope to stop working no matter how old i become. @ path_tailentity : guy,stop _hasprerequisite work lot_capableof work hour nothasproperty like _instanceof guy
context : i never hope to stop working no matter how old i become. @ path_tailentity : guy,stop _haslastsubevent work lot _hasprerequisite work hour_capableof like _nothasproperty guy
context : i never hope to stop working no matter how old i become. @ path_tailentity : guy,stop work _hasprerequisite work lot_capableof work hour nothasproperty like _instanceof guy
context : i never hope to stop working no matter how old i become. @ path_tailentity : guy,become_capableof work lot _hasprerequisite work hour_capableof like _instanceof guy
context : i never hope to stop working no matter how old i become. @ path_tailentity : guy,become_capableof work lot _hasprerequisite work lot _notcapableof like _hasproperty guy
context : i never hope to stop working no matter how old i become. @ path_tailentity : guy,become hasprerequisite work lot_capableof work hour nothasproperty like _instanceof guy
context : i love jalapenos. @ path_tailentity : rarely change,jalapeno isa rately change _motivatedbygoal eat hasprerequisite rarely change
context : i love jalapenos. @ path_tailentity : appearance,jalapeno isa rately change _motivatedbygoal eat _ca_usedfordesire appearance
context : i love jalapenos. @ path_tailentity : change,jalapeno isa rately change _motivatedbygoal eat hassubevent change
context : i love jalapenos. @ path_tailentity : rarely change,jalapeno isa skin turn _hasa people desires rarely change
context : i love jalapenos. @ path_tailentity : appearance,jalapeno isa skin turn _hasa people usedfor appearance
context : i love jalapenos. @ path_tailentity : change,jalapeno isa skin turn _hasa people usedfor change
context : i love jalapenos. @ path_tailentity : rarely change,jalapeno usedfor eat motivatedbygoal much need ca_usedfordesire go diet hasprerequisite rarely change
context : i love jalapenos. @ path_tailentity : appearance,jalapeno usedfor eat hasprerequisite go diet _ca_usedfordesire much need _ca_usedfor appearance
context : i love jalapenos. @ path_tailentity : appearance,jalapeno usedfor eat motivatedbygoal much need ca_usedfordesire go diet hassubevent appearance
context : i love jalapenos. @ path_tailentity : change,jalapeno capableof eat motivatedbygoal much need ca_usedfordesire go diet hassubevent change
context : i love jalapenos. @ path_tailentity : change,jalapeno capableof eat hasprerequisite go diet motivatedbygoal much need ca_usedfordesire change
context : i love jalapenos. @ path_tailentity : change,jalapeno capableof eat hassubevent go diet _ca_usedfordesire much need _ca_usedfor change
context : i love jalapenos. @ path_tailentity : change,jalapeno isa food usedfor eat hasprerequisite go diet hassubevent change
context : human automation is my passion. @ path_tailentity : manufacturing,automation capableof use human automation hascontext business _instanceof manufacturing
context : human automation is my passion. @ path_tailentity : employment,automation _instanceof use human automation_capableof business _hascontext employment
context : human automation is my passion. @ path_tailentity : be manufacturing,automation usedfor use human automation_capableof business _instanceof be manufacturing
context : human automation is my passion. @ path_tailentity : manufacturing,automation _usedfor work machine hascontext manufacturing
context : human automation is my passion. @ path_tailentity : employment,automation _instanceof work machine usedfor employment
context : human automation is my passion. @ path_tailentity : be manufacturing,automation _usedfor work machine capableof be manufacturing
context : human automation is my passion. @ path_tailentity : manufacturing,automation capableof excite field motivatedbygoal wow isa sound hascontext manufacturing
context : human automation is my passion. @ path_tailentity : employment,automation capableof excite field _usedfor sound _hasproperty wow hascontext employment
context : human automation is my passion. @ path_tailentity : be manufacturing,automation capableof excite field _usedfor sound _hasproperty wow isa be manufacturing
context : my father passed away when i was a teen. @ path_tailentity : advertising,teen _desires teenager capableof need to desires get job _hasprerequisite get job _ca_usedfordesire stability person isa parent hascontext advertising
context : my father passed away when i was a teen. @ path_tailentity : advertising,teen capableof need _motivatedbygoal get job _desires teenager isa parent atlocation advertising world hasa stability person hascontext advertising
context : my father passed away when i was a teen. @ path_tailentity : advertising,teen _desires teenager capableof need ca_usedfordesire get job hassubevent stability person isa parent atlocation advertising world hasa advertising
context : my father passed away when i was a teen. @ path_tailentity : advertising,teen _desires teenager capableof need ca_usedfordesire get job _desires person _instanceof stacey desires stability person hascontext advertising
context : my father passed away when i was a teen. @ path_tailentity : advertising,pass_capableof teenager desires get job _ca_usedfordesire need _atlocation parent _instanceof stability person hascontext advertising
context : my father passed away when i was a teen. @ path_tailentity : advertising,pass _desires teenager capableof need to _motivatedbygoal get job _ca_usedfordesire stability person isa parent _createdby advertising
context : my father passed away when i was a teen. @ path_tailentity : advertising,pass _motivatedbygoal get job_capableof teenager desires stardust isa parent notdesires die _ca_usedfordesire need_capableof advertising
context : my father passed away when i was a teen. @ path_tailentity : advertising,pass _motivatedbygoal get job _ca_usedfordesire need_capableof teenager isa parent _desires person notdesires stability person hascontext advertising
context : my father passed away when i was a teen. @ path_tailentity : advertising,father _hasa teenager capableof need to _motivatedbygoal get job _ca_usedfordesire stability person isa parent atlocation advertising world hascontext advertising
context : my father passed away when i was a teen. @ path_tailentity : advertising,father_capableof teenager _motivatedbygoal get job _ca_usedfordesire need_capableof parent _instanceof stapler atlocation advertising world hascontext advertising
context : my father passed away when i was a teen. @ path_tailentity : advertising,pass _hasprerequisite still succeed hascontext advertising
context : my father passed away when i was a teen. @ path_tailentity : advertising,pass capableof happen _hasprerequisite hear _ca_usedfordesire sadness _hassubevent hear hascontext advertising
context : my father passed away when i was a teen. @ path_tailentity : advertising,pass hascontext happen_capableof happen _hasprerequisite hear _ca_usedfordesire sad _hasproperty advertising
context : my father passed away when i was a teen. @ path_tailentity : advertising,father capableof happen _hasprerequisite hear _ca_usedfordesire sad _hasproperty happen hascontext advertising
context : my father passed away when i was a teen. @ path_tailentity : advertising,father capableof happen _hasprerequisite hear _ca_usedfordesire sadness _hassubevent hear hascontext advertising
context : my father passed away when i was a teen. @ path_tailentity : advertising,father capableof happen _hasprerequisite hear _ca_usedfordesire sadness hasproperty sad hascontext advertising
context : my father passed away when i was a teen. @ path_tailentity : download,teen capableof watch dad _hassubevent funeral online isa download
context : my father passed away when i was a teen. @ path_tailentity : download,pass _hassubevent watch dad _ca_usedfordesire funeral online isa download
context : my father passed away when i was a teen. @ path_tailentity : download,pass _instanceof watch dad _hassubevent funeral online _hascontext download
context : my father passed away when i was a teen. @ path_tailentity : download,father capableof watch dad _hassubevent funeral online isa download
context : my father passed away when i was a teen. @ path_tailentity : download,teen capableof like alot _motivatedbygoal play alot _hasprerequisite play online isa video game _hascontext download
context : my father passed away when i was a teen. @ path_tailentity : download,pass genre video game usedfor like alot _motivatedbygoal play alot hasprerequisite download online isa download
context : my father passed away when i was a teen. @ path_tailentity : download,father isa video game capableof like alot _motivatedbygoal play alot hasprerequisite download online isa download
context : i enjoy hearing others stories. @ path_tailentity : trendy,enjoy _hassubevent read _ca_usedfordesire poor eyesight _hasa trendy
context : i enjoy hearing others stories. @ path_tailentity : trendy,enjoy hearing _motivatedbygoal read _ca_usedfordesire poor eyesight _hasa trendy
context : i enjoy hearing others stories. @ path_tailentity : trendy,hearing ca_usedfor poor eyesight ca_usedfordesire read _hascontext trendy
context : i enjoy hearing others stories. @ path_tailentity : trendy,hearing hassubevent read _ca_usedfordesire poor eyesight _hasa trendy
context : i enjoy hearing others stories. @ path_tailentity : trendy,enjoy_capableof people desires cool glass usedfor tell genre trendy
context : i enjoy hearing others stories. @ path_tailentity : trendy,enjoy hearing_capableof people desires cool glass usedfor tell isa trendy
context : i enjoy hearing others stories. @ path_tailentity : trendy,hearing usedfor tell_capableof people desires cool glass hasproperty trendy
context : my favorite place to go is the mall. @ path_tailentity : hate cleaning,mall _atlocation love mall similarto do chore_capableof iphone atlocation stuck home ca_usedfordesire go mall motivatedbygoal hate cleaning
context : my favorite place to go is the mall. @ path_tailentity : hate,mall usedfor do chore_capableof do housework hasprerequisite go mall motivatedbygoal stuck home _notdesires i similarto hate
context : my favorite place to go is the mall. @ path_tailentity : cleaning,mall usedfor go mall_capableof husband _hasprerequisite house cleaning isa cleaning
context : my favorite place to go is the mall. @ path_tailentity : hate cleaning,mall usedfor house cleaning isa house cleaning ca_usedfordesire go mall motivatedbygoal hate cleaning
context : my favorite place to go is the mall. @ path_tailentity : hate,mall usedfor house cleaning isa house _atlocation husband _hasprerequisite hate
context : my favorite place to go is the mall. @ path_tailentity : hate,mall usedfor house cleaning isa house _atlocation husband notdesires hate
context : my favorite place to go is the mall. @ path_tailentity : hate,mall usedfor house cleaning isa house cleaning ca_usedfordesire go mall _desires hate
context : i would lose my head it if were not attached to my shoulders. @ path_tailentity : cute,attach_capableof thing _instanceof constantly get _hasprerequisite take walk hassubevent lose track_capableof cute
context : i would lose my head it if were not attached to my shoulders. @ path_tailentity : cute,attach_capableof thing notdesires lose track _hassubevent take walk _ca_usedfordesire constantly get _notcapableof cute
context : i would lose my head it if were not attached to my shoulders. @ path_tailentity : cute,attach isa thing capableof lose track of _hassubevent take walk _ca_usedfordesire constantly get _desires cute
context : i would lose my head it if were not attached to my shoulders. @ path_tailentity : cute puppy,attach isa thing capableof lose track _hassubevent take walk _ca_usedfordesire constantly get _desires cute puppy
context : i would lose my head it if were not attached to my shoulders. @ path_tailentity : puppy,attach isa thing capableof lose track _hassubevent take walk _ca_usedfordesire constantly get _desires puppy
context : i would lose my head it if were not attached to my shoulders. @ path_tailentity : puppy,attach _usedfor hole isa thing notdesires lose track _hassubevent take walk _ca_usedfordesire puppy
context : i would lose my head it if were not attached to my shoulders. @ path_tailentity : cute,attach usedfor take care of_capableof hope hasproperty cute
context : i would lose my head it if were not attached to my shoulders. @ path_tailentity : cute,attach_capableof hope isa take care nothasproperty cute
context : i would lose my head it if were not attached to my shoulders. @ path_tailentity : cute puppy,attach_capableof hope isa take care _desires cute puppy
context : i would lose my head it if were not attached to my shoulders. @ path_tailentity : cute puppy,attach usedfor take care of_capableof hope _atlocation cute puppy
context : i would lose my head it if were not attached to my shoulders. @ path_tailentity : puppy,attach usedfor take care of_capableof hope _atlocation puppy
context : i dropped out of college a month ago. @ path_tailentity : basketball,drop _hassubevent love bird hasprerequisite watch bird hascontext basketball
context : i dropped out of college a month ago. @ path_tailentity : basketball,drop college_capableof love bird _hasprerequisite watch bird hascontext basketball
context : i dropped out of college a month ago. @ path_tailentity : basketball,drop month_capableof love bird _hasprerequisite watch bird hascontext basketball
context : i dropped out of college a month ago. @ path_tailentity : basketball,drop_capableof basketball scholarship ca_usedfordesire get hassubevent stink_capableof just get hascontext basketball
context : i dropped out of college a month ago. @ path_tailentity : basketball,drop_capableof m similarto i similarto just get _ca_usedfordesire basketball scholarship isa basketball
context : i dropped out of college a month ago. @ path_tailentity : basketball,drop_capableof stink _notdesires person _instanceof just get_capableof basketball scholarship hascontext basketball
context : i dropped out of college a month ago. @ path_tailentity : basketball,drop_capableof basketball scholarship _instanceof i m desires just get _ca_usedfordesire stink hascontext basketball
context : i dropped out of college a month ago. @ path_tailentity : basketball,drop college_capableof m isa basketball scholarship ca_usedfordesire get hassubevent stink hascontext basketball
context : i dropped out of college a month ago. @ path_tailentity : basketball,drop college_capableof i similarto m _hasprerequisite just get _ca_usedfordesire basketball scholarship _instanceof basketball
context : i dropped out of college a month ago. @ path_tailentity : basketball,drop college_capableof i similarto m isa basketball scholarship ca_usedfordesire just get hassubevent stink hascontext basketball
context : i dropped out of college a month ago. @ path_tailentity : basketball,drop month_capableof i similarto m isa basketball scholarship ca_usedfordesire get hassubevent stink hascontext basketball
context : i dropped out of college a month ago. @ path_tailentity : basketball,drop month_capableof m similarto i desires just get _ca_usedfordesire basketball scholarship isa basketball
context : i dropped out of college a month ago. @ path_tailentity : basketball,drop_capableof isa probably pursue similarto am go hascontext athletic career _instanceof do life _usedfor basketball
context : i dropped out of college a month ago. @ path_tailentity : basketball,drop college_capableof probably pursue similarto i am go hascontext athletic career _instanceof do life hasa drop month _usedfor basketball
context : i dropped out of college a month ago. @ path_tailentity : basketball,drop month_capableof probably pursue similarto am go hascontext athletic career _instanceof do life motivatedbygoal athletic career _usedfor basketball
context : i dropped out of college a month ago. @ path_tailentity : basketball,drop month_capableof probably pursue similarto am go hascontext athletic career _instanceof do life _desires i hascontext basketball
context : i have a daughter. @ path_tailentity : cook,daughter isa friendly recipe ca_usedfordesire cook meal motivatedbygoal have family hasprerequisite cook
context : i have a daughter. @ path_tailentity : cook,daughter partof family capableof have family _motivatedbygoal cook meal hasprerequisite friendly recipe ca_usedfordesire cook
context : i have a daughter. @ path_tailentity : cook,have daughter _motivatedbygoal have family hasprerequisite cook meal _ca_usedfordesire friendly recipe _atlocation cook
context : i have a daughter. @ path_tailentity : great cook,daughter capableof cook meal hasprerequisite have family motivatedbygoal friendly recipe capableof cook meal _desires great cook
context : i have a daughter. @ path_tailentity : great cook,daughter capableof cook meal motivatedbygoal have family hasprerequisite have food hasfirstsubevent friendly recipe _desires great cook
context : i have a daughter. @ path_tailentity : great cook,daughter partof have family _motivatedbygoal cook meal hasprerequisite have food _ca_usedfordesire friendly recipe _hasa great cook
context : i have a daughter. @ path_tailentity : cook,daughter isa child usedfor hobby _hascontext i similarto m capableof do say _hasprerequisite develop _motivatedbygoal cook
context : i have a daughter. @ path_tailentity : cook,daughter isa daughter partof child usedfor do say hascontext hobby _instanceof i _influencedby i desires cook
context : i have a daughter. @ path_tailentity : cook,daughter partof child usedfor do say_capableof m isa hobby _partof time _hascontext develop_capableof cook
context : i have a daughter. @ path_tailentity : cook,daughter partof child usedfor do say _hasprerequisite do housework _ca_usedfordesire hobby _instanceof i similarto i hascontext cook
context : i have a daughter. @ path_tailentity : cook,have daughter _desires child usedfor do say hascontext hobby _instanceof time _partof i capableof develop _desires cook
context : i have a daughter. @ path_tailentity : cook,have daughter _desires child _instanceof i similarto m hascontext hobby _usedfor time capableof develop _desires cook
context : i have a daughter. @ path_tailentity : cook,have daughter _desires child usedfor hobby _instanceof do say hascontext time partof i atlocation i am cook
